"Date","Source","Site ID","POC","Daily Mean PM2.5 Concentration","UNITS","DAILY_AQI_VALUE","Site Name","DAILY_OBS_COUNT","PERCENT_COMPLETE","AQS_PARAMETER_CODE","AQS_PARAMETER_DESC","CBSA_CODE","CBSA_NAME","STATE_CODE","STATE","COUNTY_CODE","COUNTY","SITE_LATITUDE","SITE_LONGITUDE"
"05/13/2023","AQS","490353006","2","4.3","ug/m3 LC","18","Hawthorne","1","100.0000","88101","PM2.5 - Local Conditions","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.736389","-111.872222"
"05/14/2023","AQS","490353006","2","4.2","ug/m3 LC","18","Hawthorne","1","100.0000","88101","PM2.5 - Local Conditions","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.736389","-111.872222"
"05/15/2023","AQS","490353006","2","6.4","ug/m3 LC","27","Hawthorne","1","100.0000","88101","PM2.5 - Local Conditions","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.736389","-111.872222"
"05/16/2023","AQS","490353006","2","8.1","ug/m3 LC","34","Hawthorne","1","100.0000","88101","PM2.5 - Local Conditions","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.736389","-111.872222"
"05/17/2023","AQS","490353006","2","8.2","ug/m3 LC","34","Hawthorne","1","100.0000","88101","PM2.5 - Local Conditions","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.736389","-111.872222"
"05/18/2023","AQS","490353006","2","6.3","ug/m3 LC","26","Hawthorne","1","100.0000","88101","PM2.5 - Local Conditions","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.736389","-111.872222"
"05/19/2023","AQS","490353006","2","15.5","ug/m3 LC","58","Hawthorne","1","100.0000","88101","PM2.5 - Local Conditions","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.736389","-111.872222"
"05/20/2023","AQS","490353006","2","26.1","ug/m3 LC","80","Hawthorne","1","100.0000","88101","PM2.5 - Local Conditions","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.736389","-111.872222"
"05/21/2023","AQS","490353006","2","18","ug/m3 LC","63","Hawthorne","1","100.0000","88101","PM2.5 - Local Conditions","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.736389","-111.872222"
"05/22/2023","AQS","490353006","2","10.9","ug/m3 LC","45","Hawthorne","1","100.0000","88101","PM2.5 - Local Conditions","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.736389","-111.872222"
"05/23/2023","AQS","490353006","2","6.4","ug/m3 LC","27","Hawthorne","1","100.0000","88101","PM2.5 - Local Conditions","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.736389","-111.872222"
"05/24/2023","AQS","490353006","2","5.7","ug/m3 LC","24","Hawthorne","1","100.0000","88101","PM2.5 - Local Conditions","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.736389","-111.872222"
"05/25/2023","AQS","490353006","2","6.9","ug/m3 LC","29","Hawthorne","1","100.0000","88101","PM2.5 - Local Conditions","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.736389","-111.872222"
"05/26/2023","AQS","490353006","2","4.5","ug/m3 LC","19","Hawthorne","1","100.0000","88101","PM2.5 - Local Conditions","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.736389","-111.872222"
"05/27/2023","AQS","490353006","2","5","ug/m3 LC","21","Hawthorne","1","100.0000","88101","PM2.5 - Local Conditions","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.736389","-111.872222"
"05/28/2023","AQS","490353006","2","6","ug/m3 LC","25","Hawthorne","1","100.0000","88101","PM2.5 - Local Conditions","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.736389","-111.872222"
"05/29/2023","AQS","490353006","2","8.3","ug/m3 LC","35","Hawthorne","1","100.0000","88101","PM2.5 - Local Conditions","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.736389","-111.872222"
"05/30/2023","AQS","490353006","2","9.6","ug/m3 LC","40","Hawthorne","1","100.0000","88101","PM2.5 - Local Conditions","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.736389","-111.872222"
"05/31/2023","AQS","490353006","2","10.2","ug/m3 LC","43","Hawthorne","1","100.0000","88101","PM2.5 - Local Conditions","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.736389","-111.872222"
"06/01/2023","AQS","490353006","2","6","ug/m3 LC","25","Hawthorne","1","100.0000","88101","PM2.5 - Local Conditions","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.736389","-111.872222"
"06/02/2023","AQS","490353006","2","5.6","ug/m3 LC","23","Hawthorne","1","100.0000","88101","PM2.5 - Local Conditions","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.736389","-111.872222"
"06/03/2023","AQS","490353006","2","6.2","ug/m3 LC","26","Hawthorne","1","100.0000","88101","PM2.5 - Local Conditions","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.736389","-111.872222"
"06/04/2023","AQS","490353006","2","4.6","ug/m3 LC","19","Hawthorne","1","100.0000","88101","PM2.5 - Local Conditions","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.736389","-111.872222"
"06/05/2023","AQS","490353006","2","5.5","ug/m3 LC","23","Hawthorne","1","100.0000","88101","PM2.5 - Local Conditions","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.736389","-111.872222"
"06/06/2023","AQS","490353006","2","5.4","ug/m3 LC","23","Hawthorne","1","100.0000","88101","PM2.5 - Local Conditions","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.736389","-111.872222"
"06/07/2023","AQS","490353006","2","4.7","ug/m3 LC","20","Hawthorne","1","100.0000","88101","PM2.5 - Local Conditions","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.736389","-111.872222"
"06/08/2023","AQS","490353006","2","4.9","ug/m3 LC","20","Hawthorne","1","100.0000","88101","PM2.5 - Local Conditions","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.736389","-111.872222"
"06/09/2023","AQS","490353006","2","6.3","ug/m3 LC","26","Hawthorne","1","100.0000","88101","PM2.5 - Local Conditions","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.736389","-111.872222"
"06/10/2023","AQS","490353006","2","5.6","ug/m3 LC","23","Hawthorne","1","100.0000","88101","PM2.5 - Local Conditions","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.736389","-111.872222"
"06/11/2023","AQS","490353006","2","4.5","ug/m3 LC","19","Hawthorne","1","100.0000","88101","PM2.5 - Local Conditions","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.736389","-111.872222"
"06/12/2023","AQS","490353006","2","5.3","ug/m3 LC","22","Hawthorne","1","100.0000","88101","PM2.5 - Local Conditions","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.736389","-111.872222"
"06/13/2023","AQS","490353006","2","4.8","ug/m3 LC","20","Hawthorne","1","100.0000","88101","PM2.5 - Local Conditions","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.736389","-111.872222"
"06/14/2023","AQS","490353006","2","4.8","ug/m3 LC","20","Hawthorne","1","100.0000","88101","PM2.5 - Local Conditions","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.736389","-111.872222"
"06/15/2023","AQS","490353006","2","2.6","ug/m3 LC","11","Hawthorne","1","100.0000","88101","PM2.5 - Local Conditions","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.736389","-111.872222"
"06/16/2023","AQS","490353006","2","4.7","ug/m3 LC","20","Hawthorne","1","100.0000","88101","PM2.5 - Local Conditions","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.736389","-111.872222"
"06/17/2023","AQS","490353006","2","6.1","ug/m3 LC","25","Hawthorne","1","100.0000","88101","PM2.5 - Local Conditions","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.736389","-111.872222"
"06/18/2023","AQS","490353006","2","7.4","ug/m3 LC","31","Hawthorne","1","100.0000","88101","PM2.5 - Local Conditions","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.736389","-111.872222"
"06/19/2023","AQS","490353006","2","13.4","ug/m3 LC","54","Hawthorne","1","100.0000","88101","PM2.5 - Local Conditions","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.736389","-111.872222"
"06/20/2023","AQS","490353006","2","8","ug/m3 LC","33","Hawthorne","1","100.0000","88101","PM2.5 - Local Conditions","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.736389","-111.872222"
"06/21/2023","AQS","490353006","2","6.3","ug/m3 LC","26","Hawthorne","1","100.0000","88101","PM2.5 - Local Conditions","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.736389","-111.872222"
"06/22/2023","AQS","490353006","2","6.4","ug/m3 LC","27","Hawthorne","1","100.0000","88101","PM2.5 - Local Conditions","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.736389","-111.872222"
"06/23/2023","AQS","490353006","2","7.6","ug/m3 LC","32","Hawthorne","1","100.0000","88101","PM2.5 - Local Conditions","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.736389","-111.872222"
"06/24/2023","AQS","490353006","2","8.5","ug/m3 LC","35","Hawthorne","1","100.0000","88101","PM2.5 - Local Conditions","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.736389","-111.872222"
"06/25/2023","AQS","490353006","2","7.4","ug/m3 LC","31","Hawthorne","1","100.0000","88101","PM2.5 - Local Conditions","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.736389","-111.872222"
"06/26/2023","AQS","490353006","2","6","ug/m3 LC","25","Hawthorne","1","100.0000","88101","PM2.5 - Local Conditions","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.736389","-111.872222"
"06/27/2023","AQS","490353006","2","6.4","ug/m3 LC","27","Hawthorne","1","100.0000","88101","PM2.5 - Local Conditions","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.736389","-111.872222"
"06/28/2023","AQS","490353006","2","6.9","ug/m3 LC","29","Hawthorne","1","100.0000","88101","PM2.5 - Local Conditions","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.736389","-111.872222"
"06/29/2023","AQS","490353006","2","5.3","ug/m3 LC","22","Hawthorne","1","100.0000","88101","PM2.5 - Local Conditions","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.736389","-111.872222"
"06/30/2023","AQS","490353006","2","5.8","ug/m3 LC","24","Hawthorne","1","100.0000","88101","PM2.5 - Local Conditions","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.736389","-111.872222"
"07/01/2023","AQS","490353006","2","7.2","ug/m3 LC","30","Hawthorne","1","100.0000","88101","PM2.5 - Local Conditions","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.736389","-111.872222"
"07/02/2023","AQS","490353006","2","5.5","ug/m3 LC","23","Hawthorne","1","100.0000","88101","PM2.5 - Local Conditions","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.736389","-111.872222"
"07/03/2023","AQS","490353006","2","8.8","ug/m3 LC","37","Hawthorne","1","100.0000","88101","PM2.5 - Local Conditions","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.736389","-111.872222"
"07/04/2023","AQS","490353006","2","8.1","ug/m3 LC","34","Hawthorne","1","100.0000","88101","PM2.5 - Local Conditions","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.736389","-111.872222"
"07/05/2023","AQS","490353006","2","11.1","ug/m3 LC","46","Hawthorne","1","100.0000","88101","PM2.5 - Local Conditions","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.736389","-111.872222"
"07/06/2023","AQS","490353006","2","10.6","ug/m3 LC","44","Hawthorne","1","100.0000","88101","PM2.5 - Local Conditions","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.736389","-111.872222"
"07/07/2023","AQS","490353006","2","6.8","ug/m3 LC","28","Hawthorne","1","100.0000","88101","PM2.5 - Local Conditions","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.736389","-111.872222"
"07/08/2023","AQS","490353006","2","7.1","ug/m3 LC","30","Hawthorne","1","100.0000","88101","PM2.5 - Local Conditions","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.736389","-111.872222"
"07/09/2023","AQS","490353006","2","6.7","ug/m3 LC","28","Hawthorne","1","100.0000","88101","PM2.5 - Local Conditions","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.736389","-111.872222"
"07/10/2023","AQS","490353006","2","5.1","ug/m3 LC","21","Hawthorne","1","100.0000","88101","PM2.5 - Local Conditions","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.736389","-111.872222"
"07/11/2023","AQS","490353006","2","5.9","ug/m3 LC","25","Hawthorne","1","100.0000","88101","PM2.5 - Local Conditions","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.736389","-111.872222"
"07/12/2023","AQS","490353006","2","7.6","ug/m3 LC","32","Hawthorne","1","100.0000","88101","PM2.5 - Local Conditions","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.736389","-111.872222"
"07/13/2023","AQS","490353006","2","6.9","ug/m3 LC","29","Hawthorne","1","100.0000","88101","PM2.5 - Local Conditions","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.736389","-111.872222"
"07/14/2023","AQS","490353006","2","8","ug/m3 LC","33","Hawthorne","1","100.0000","88101","PM2.5 - Local Conditions","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.736389","-111.872222"
"07/15/2023","AQS","490353006","2","5.7","ug/m3 LC","24","Hawthorne","1","100.0000","88101","PM2.5 - Local Conditions","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.736389","-111.872222"
"07/16/2023","AQS","490353006","2","4.9","ug/m3 LC","20","Hawthorne","1","100.0000","88101","PM2.5 - Local Conditions","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.736389","-111.872222"
"07/17/2023","AQS","490353006","2","7.3","ug/m3 LC","30","Hawthorne","1","100.0000","88101","PM2.5 - Local Conditions","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.736389","-111.872222"
"07/18/2023","AQS","490353006","2","9.8","ug/m3 LC","41","Hawthorne","1","100.0000","88101","PM2.5 - Local Conditions","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.736389","-111.872222"
"07/19/2023","AQS","490353006","2","6.8","ug/m3 LC","28","Hawthorne","1","100.0000","88101","PM2.5 - Local Conditions","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.736389","-111.872222"
"07/20/2023","AQS","490353006","2","6.9","ug/m3 LC","29","Hawthorne","1","100.0000","88101","PM2.5 - Local Conditions","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.736389","-111.872222"
"07/21/2023","AQS","490353006","2","6.5","ug/m3 LC","27","Hawthorne","1","100.0000","88101","PM2.5 - Local Conditions","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.736389","-111.872222"
"07/22/2023","AQS","490353006","2","6.3","ug/m3 LC","26","Hawthorne","1","100.0000","88101","PM2.5 - Local Conditions","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.736389","-111.872222"
"07/23/2023","AQS","490353006","2","7.2","ug/m3 LC","30","Hawthorne","1","100.0000","88101","PM2.5 - Local Conditions","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.736389","-111.872222"
"07/24/2023","AQS","490353006","2","10.4","ug/m3 LC","43","Hawthorne","1","100.0000","88101","PM2.5 - Local Conditions","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.736389","-111.872222"
"07/25/2023","AQS","490353006","2","9.5","ug/m3 LC","40","Hawthorne","1","100.0000","88101","PM2.5 - Local Conditions","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.736389","-111.872222"
"07/26/2023","AQS","490353006","2","6.1","ug/m3 LC","25","Hawthorne","1","100.0000","88101","PM2.5 - Local Conditions","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.736389","-111.872222"
"07/27/2023","AQS","490353006","2","6.1","ug/m3 LC","25","Hawthorne","1","100.0000","88101","PM2.5 - Local Conditions","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.736389","-111.872222"
"07/28/2023","AQS","490353006","2","6.1","ug/m3 LC","25","Hawthorne","1","100.0000","88101","PM2.5 - Local Conditions","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.736389","-111.872222"
"07/29/2023","AQS","490353006","2","8.7","ug/m3 LC","36","Hawthorne","1","100.0000","88101","PM2.5 - Local Conditions","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.736389","-111.872222"
"07/30/2023","AQS","490353006","2","9.2","ug/m3 LC","38","Hawthorne","1","100.0000","88101","PM2.5 - Local Conditions","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.736389","-111.872222"
"07/31/2023","AQS","490353006","2","10.9","ug/m3 LC","45","Hawthorne","1","100.0000","88101","PM2.5 - Local Conditions","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.736389","-111.872222"
"08/01/2023","AQS","490353006","2","7.5","ug/m3 LC","31","Hawthorne","1","100.0000","88101","PM2.5 - Local Conditions","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.736389","-111.872222"
"08/02/2023","AQS","490353006","2","7.7","ug/m3 LC","32","Hawthorne","1","100.0000","88101","PM2.5 - Local Conditions","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.736389","-111.872222"
"08/03/2023","AQS","490353006","2","4.9","ug/m3 LC","20","Hawthorne","1","100.0000","88101","PM2.5 - Local Conditions","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.736389","-111.872222"
"08/04/2023","AQS","490353006","2","3.5","ug/m3 LC","15","Hawthorne","1","100.0000","88101","PM2.5 - Local Conditions","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.736389","-111.872222"
"08/05/2023","AQS","490353006","2","4.6","ug/m3 LC","19","Hawthorne","1","100.0000","88101","PM2.5 - Local Conditions","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.736389","-111.872222"
"08/06/2023","AQS","490353006","2","5.1","ug/m3 LC","21","Hawthorne","1","100.0000","88101","PM2.5 - Local Conditions","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.736389","-111.872222"
"08/07/2023","AQS","490353006","2","6","ug/m3 LC","25","Hawthorne","1","100.0000","88101","PM2.5 - Local Conditions","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.736389","-111.872222"
"08/08/2023","AQS","490353006","2","8","ug/m3 LC","33","Hawthorne","1","100.0000","88101","PM2.5 - Local Conditions","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.736389","-111.872222"
"08/09/2023","AQS","490353006","2","7.4","ug/m3 LC","31","Hawthorne","1","100.0000","88101","PM2.5 - Local Conditions","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.736389","-111.872222"
"08/10/2023","AQS","490353006","2","6.2","ug/m3 LC","26","Hawthorne","1","100.0000","88101","PM2.5 - Local Conditions","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.736389","-111.872222"
"08/11/2023","AQS","490353006","2","6.1","ug/m3 LC","25","Hawthorne","1","100.0000","88101","PM2.5 - Local Conditions","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.736389","-111.872222"
"08/12/2023","AQS","490353006","2","3.7","ug/m3 LC","15","Hawthorne","1","100.0000","88101","PM2.5 - Local Conditions","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.736389","-111.872222"
"08/13/2023","AQS","490353006","2","5","ug/m3 LC","21","Hawthorne","1","100.0000","88101","PM2.5 - Local Conditions","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.736389","-111.872222"
"08/14/2023","AQS","490353006","2","7.2","ug/m3 LC","30","Hawthorne","1","100.0000","88101","PM2.5 - Local Conditions","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.736389","-111.872222"
"08/15/2023","AQS","490353006","2","9.4","ug/m3 LC","39","Hawthorne","1","100.0000","88101","PM2.5 - Local Conditions","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.736389","-111.872222"
"08/16/2023","AQS","490353006","2","5.8","ug/m3 LC","24","Hawthorne","1","100.0000","88101","PM2.5 - Local Conditions","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.736389","-111.872222"
"08/17/2023","AQS","490353006","2","7.4","ug/m3 LC","31","Hawthorne","1","100.0000","88101","PM2.5 - Local Conditions","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.736389","-111.872222"
"08/18/2023","AQS","490353006","2","4.6","ug/m3 LC","19","Hawthorne","1","100.0000","88101","PM2.5 - Local Conditions","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.736389","-111.872222"
"08/19/2023","AQS","490353006","2","4.9","ug/m3 LC","20","Hawthorne","1","100.0000","88101","PM2.5 - Local Conditions","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.736389","-111.872222"
"08/20/2023","AQS","490353006","2","5.6","ug/m3 LC","23","Hawthorne","1","100.0000","88101","PM2.5 - Local Conditions","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.736389","-111.872222"
"08/21/2023","AQS","490353006","2","5.1","ug/m3 LC","21","Hawthorne","1","100.0000","88101","PM2.5 - Local Conditions","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.736389","-111.872222"
"08/22/2023","AQS","490353006","2","5","ug/m3 LC","21","Hawthorne","1","100.0000","88101","PM2.5 - Local Conditions","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.736389","-111.872222"
"08/23/2023","AQS","490353006","2","4.8","ug/m3 LC","20","Hawthorne","1","100.0000","88101","PM2.5 - Local Conditions","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.736389","-111.872222"
"08/24/2023","AQS","490353006","2","6.7","ug/m3 LC","28","Hawthorne","1","100.0000","88101","PM2.5 - Local Conditions","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.736389","-111.872222"
"08/25/2023","AQS","490353006","2","6.3","ug/m3 LC","26","Hawthorne","1","100.0000","88101","PM2.5 - Local Conditions","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.736389","-111.872222"
"08/26/2023","AQS","490353006","2","5.3","ug/m3 LC","22","Hawthorne","1","100.0000","88101","PM2.5 - Local Conditions","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.736389","-111.872222"
"08/27/2023","AQS","490353006","2","5","ug/m3 LC","21","Hawthorne","1","100.0000","88101","PM2.5 - Local Conditions","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.736389","-111.872222"
"08/28/2023","AQS","490353006","2","5.4","ug/m3 LC","23","Hawthorne","1","100.0000","88101","PM2.5 - Local Conditions","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.736389","-111.872222"
"08/29/2023","AQS","490353006","2","5.4","ug/m3 LC","23","Hawthorne","1","100.0000","88101","PM2.5 - Local Conditions","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.736389","-111.872222"
"08/30/2023","AQS","490353006","2","19.3","ug/m3 LC","66","Hawthorne","1","100.0000","88101","PM2.5 - Local Conditions","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.736389","-111.872222"
"08/31/2023","AQS","490353006","2","12.4","ug/m3 LC","52","Hawthorne","1","100.0000","88101","PM2.5 - Local Conditions","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.736389","-111.872222"
"09/01/2023","AQS","490353006","2","3.5","ug/m3 LC","15","Hawthorne","1","100.0000","88101","PM2.5 - Local Conditions","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.736389","-111.872222"
"09/02/2023","AQS","490353006","2","4.1","ug/m3 LC","17","Hawthorne","1","100.0000","88101","PM2.5 - Local Conditions","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.736389","-111.872222"
"09/03/2023","AQS","490353006","2","5","ug/m3 LC","21","Hawthorne","1","100.0000","88101","PM2.5 - Local Conditions","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.736389","-111.872222"
"09/04/2023","AQS","490353006","2","3.3","ug/m3 LC","14","Hawthorne","1","100.0000","88101","PM2.5 - Local Conditions","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.736389","-111.872222"
"09/05/2023","AQS","490353006","2","4.6","ug/m3 LC","19","Hawthorne","1","100.0000","88101","PM2.5 - Local Conditions","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.736389","-111.872222"
"09/06/2023","AQS","490353006","2","5.2","ug/m3 LC","22","Hawthorne","1","100.0000","88101","PM2.5 - Local Conditions","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.736389","-111.872222"
"09/07/2023","AQS","490353006","2","4.4","ug/m3 LC","18","Hawthorne","1","100.0000","88101","PM2.5 - Local Conditions","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.736389","-111.872222"
"09/08/2023","AQS","490353006","2","3.6","ug/m3 LC","15","Hawthorne","1","100.0000","88101","PM2.5 - Local Conditions","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.736389","-111.872222"
"09/09/2023","AQS","490353006","2","5.7","ug/m3 LC","24","Hawthorne","1","100.0000","88101","PM2.5 - Local Conditions","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.736389","-111.872222"
"09/10/2023","AQS","490353006","2","6","ug/m3 LC","25","Hawthorne","1","100.0000","88101","PM2.5 - Local Conditions","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.736389","-111.872222"
"09/11/2023","AQS","490353006","2","4.8","ug/m3 LC","20","Hawthorne","1","100.0000","88101","PM2.5 - Local Conditions","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.736389","-111.872222"
"09/12/2023","AQS","490353006","2","5.6","ug/m3 LC","23","Hawthorne","1","100.0000","88101","PM2.5 - Local Conditions","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.736389","-111.872222"
"09/13/2023","AQS","490353006","2","6.4","ug/m3 LC","27","Hawthorne","1","100.0000","88101","PM2.5 - Local Conditions","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.736389","-111.872222"
"09/14/2023","AQS","490353006","2","6","ug/m3 LC","25","Hawthorne","1","100.0000","88101","PM2.5 - Local Conditions","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.736389","-111.872222"
"09/15/2023","AQS","490353006","2","4.6","ug/m3 LC","19","Hawthorne","1","100.0000","88101","PM2.5 - Local Conditions","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.736389","-111.872222"
"09/16/2023","AQS","490353006","2","5.2","ug/m3 LC","22","Hawthorne","1","100.0000","88101","PM2.5 - Local Conditions","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.736389","-111.872222"
"09/17/2023","AQS","490353006","2","5.3","ug/m3 LC","22","Hawthorne","1","100.0000","88101","PM2.5 - Local Conditions","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.736389","-111.872222"
"09/18/2023","AQS","490353006","2","3.7","ug/m3 LC","15","Hawthorne","1","100.0000","88101","PM2.5 - Local Conditions","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.736389","-111.872222"
"09/19/2023","AQS","490353006","2","5.8","ug/m3 LC","24","Hawthorne","1","100.0000","88101","PM2.5 - Local Conditions","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.736389","-111.872222"
"09/20/2023","AQS","490353006","2","4.3","ug/m3 LC","18","Hawthorne","1","100.0000","88101","PM2.5 - Local Conditions","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.736389","-111.872222"
